2023-10-07 18:16:25,533 [restartedMain] INFO  c.e.d.MiniProject1UserManagementApplication        - No active profile set, falling back to 1 default profile: "default"
2023-10-07 18:16:25,683 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate          - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-10-07 18:16:25,691 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate          - Finished Spring Data repository scanning in 7 ms. Found 1 JPA repository interfaces.
2023-10-07 18:16:25,771 [restartedMain] INFO  o.s.b.w.embedded.tomcat.TomcatWebServer            - Tomcat initialized with port(s): 8080 (http)
2023-10-07 18:16:25,772 [restartedMain] INFO  o.apache.coyote.http11.Http11NioProtocol           - Initializing ProtocolHandler ["http-nio-8080"]
2023-10-07 18:16:25,772 [restartedMain] INFO  o.apache.catalina.core.StandardService             - Starting service [Tomcat]
2023-10-07 18:16:25,772 [restartedMain] INFO  org.apache.catalina.core.StandardEngine            - Starting Servlet engine: [Apache Tomcat/10.1.13]
2023-10-07 18:16:25,788 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/]                 - Initializing Spring embedded WebApplicationContext
2023-10-07 18:16:25,788 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext     - Root WebApplicationContext: initialization completed in 252 ms
2023-10-07 18:16:25,800 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource                 - HikariPool-2 - Starting...
2023-10-07 18:16:25,802 [restartedMain] INFO  com.zaxxer.hikari.pool.HikariPool                  - HikariPool-2 - Added connection conn10: url=jdbc:h2:mem:jrtpdb user=ASHOKIT
2023-10-07 18:16:25,802 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource                 - HikariPool-2 - Start completed.
2023-10-07 18:16:25,802 [restartedMain] INFO  o.s.b.a.h2.H2ConsoleAutoConfiguration              - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:jrtpdb'
2023-10-07 18:16:25,822 [restartedMain] INFO  o.hibernate.jpa.internal.util.LogHelper            - HHH000204: Processing PersistenceUnitInfo [name: default]
